"","V2","V258","V45","V46"
"12019",196,0.878517124504501,3,1
"12020",196,1.31690946040199,3,1
"12021",196,0.683522529894857,2,1
"12022",196,2.52490291215571,2,1
"12023",196,0.953788274014225,2,1
"12024",196,1.78788946812175,2,1
"12025",196,0.93185677735517,2,1
"12026",196,0.683522529894857,1,1
"12027",196,1.84747305003596,2,1
"12028",196,1.33005210078398,2,1
"12029",196,0.93185677735517,2,2
"12030",196,0.878517124504501,2,1
"12031",196,2.52490291215571,2,1
"12032",196,1.84747305003596,2,1
"12033",196,1.31690946040199,2,1
"12034",196,1.31690946040199,2,1
"12035",196,1.90330240440262,2,1
"12036",196,1.7179640476438,3,1
"12037",196,1.78788946812175,3,1
"12038",196,1.7179640476438,2,1
"12039",196,1.7179640476438,2,1
"12040",196,1.7179640476438,3,1
"12041",196,1.78788946812175,2,1
"12042",196,1.7179640476438,2,1
"12043",196,0.441559789851141,1,3
"12044",196,0.655897844545255,1,3
"12045",196,0.441559789851141,3,3
"12046",196,0.441559789851141,3,3
"12047",196,0.655897844545255,3,1
"12048",196,0.655897844545255,3,3
"12049",196,0.441559789851141,3,3
"12050",196,0.441559789851141,1,3
"12051",196,0.441559789851141,1,1
"12052",196,0.441559789851141,1,1
"12053",196,0.441559789851141,1,1
"12054",196,0.441559789851141,3,3
"12055",196,0.655897844545255,3,2
"12056",196,0.441559789851141,3,1
"12057",196,0.441559789851141,2,1
"12058",196,0.441559789851141,1,1
"12059",196,0.441559789851141,2,2
"12060",196,0.441559789851141,3,1
"12061",196,0.441559789851141,3,1
"12062",196,0.441559789851141,1,1
"12063",196,0.441559789851141,1,1
"12064",196,0.655897844545255,1,1
"12065",196,0.655897844545255,1,2
"12066",196,0.655897844545255,3,3
"12067",196,0.441559789851141,3,2
"12068",196,0.441559789851141,1,1
"12069",196,0.441559789851141,2,1
"12070",196,0.441559789851141,1,1
"12071",196,0.441559789851141,3,3
"12072",196,0.441559789851141,3,1
"12073",196,0.655897844545255,3,1
"12074",196,0.655897844545255,3,1
"12075",196,0.441559789851141,2,1
"12076",196,0.655897844545255,3,1
"12077",196,0.441559789851141,3,1
"12078",196,0.655897844545255,3,1
"12079",196,0.655897844545255,3,1
"12080",196,0.441559789851141,3,3
"12081",196,0.655897844545255,3,3
"12082",196,0.655897844545255,3,2
"12083",196,0.655897844545255,3,3
"12084",196,0.441559789851141,2,3
"12085",196,0.441559789851141,3,1
"12086",196,0.441559789851141,3,1
"12087",196,0.441559789851141,3,1
"12088",196,0.441559789851141,3,1
"12089",196,0.655897844545255,2,1
"12090",196,0.655897844545255,3,1
"12091",196,0.441559789851141,3,1
"12092",196,0.441559789851141,3,1
"12093",196,0.441559789851141,3,3
"12094",196,0.655897844545255,3,3
"12095",196,0.655897844545255,2,2
"12096",196,0.655897844545255,3,3
"12097",196,0.655897844545255,2,2
"12098",196,0.441559789851141,3,3
"12099",196,0.655897844545255,3,3
"12100",196,0.655897844545255,3,3
"12101",196,0.655897844545255,3,3
"12102",196,0.655897844545255,3,3
"12103",196,0.655897844545255,3,3
"12104",196,0.441559789851141,2,3
"12105",196,0.441559789851141,3,3
"12106",196,0.441559789851141,3,3
"12107",196,0.441559789851141,3,3
"12108",196,0.655897844545255,2,2
"12109",196,0.441559789851141,2,2
"12110",196,0.441559789851141,3,3
"12111",196,0.655897844545255,3,3
"12112",196,0.655897844545255,3,3
"12113",196,0.655897844545255,1,3
"12114",196,0.655897844545255,3,3
"12115",196,0.655897844545255,3,3
"12116",196,0.655897844545255,3,3
"12117",196,0.441559789851141,3,3
"12118",196,0.655897844545255,3,3
"12119",196,0.441559789851141,3,3
"12120",196,0.655897844545255,2,2
"12121",196,0.441559789851141,2,2
"12122",196,0.655897844545255,2,2
"12123",196,0.655897844545255,3,3
"12124",196,0.441559789851141,1,3
"12125",196,0.441559789851141,1,1
"12126",196,0.655897844545255,1,3
"12127",196,0.655897844545255,2,3
"12128",196,0.655897844545255,1,2
"12129",196,0.655897844545255,2,1
"12130",196,0.441559789851141,3,3
"12131",196,0.441559789851141,1,3
"12132",196,0.441559789851141,1,3
"12133",196,0.655897844545255,2,1
"12134",196,0.441559789851141,1,3
"12135",196,0.655897844545255,1,3
"12136",196,0.655897844545255,1,1
"12137",196,0.655897844545255,1,1
"12138",196,0.655897844545255,1,1
"12139",196,0.655897844545255,2,2
"12140",196,0.655897844545255,1,2
"12141",196,0.655897844545255,1,3
"12142",196,0.441559789851141,3,1
"12143",196,0.441559789851141,3,3
"12144",196,0.441559789851141,2,2
"12145",196,0.441559789851141,3,1
"12146",196,0.441559789851141,3,1
"12147",196,0.441559789851141,3,1
"12148",196,0.441559789851141,3,1
"12149",196,0.655897844545255,2,3
"12150",196,0.441559789851141,3,3
"12151",196,0.655897844545255,3,1
"12152",196,0.441559789851141,2,3
"12153",196,0.655897844545255,3,1
"12154",196,0.655897844545255,3,1
"12155",196,0.441559789851141,1,1
"12156",196,0.441559789851141,1,3
"12157",196,0.655897844545255,2,1
"12158",196,0.441559789851141,3,2
"12159",196,0.441559789851141,3,2
"12160",196,0.655897844545255,3,1
"12161",196,0.441559789851141,3,1
"12162",196,0.655897844545255,2,2
"12163",196,0.655897844545255,3,2
"12164",196,0.655897844545255,1,1
"12165",196,0.655897844545255,2,1
"12166",196,0.655897844545255,2,1
"12167",196,0.655897844545255,1,1
"12168",196,0.441559789851141,3,1
"12169",196,0.655897844545255,3,1
"12170",196,0.441559789851141,3,1
"12171",196,0.441559789851141,3,1
"12172",196,0.655897844545255,3,1
"12173",196,0.441559789851141,3,2
"12174",196,0.441559789851141,3,1
"12175",196,0.441559789851141,3,3
"12176",196,0.655897844545255,3,3
"12177",196,0.441559789851141,3,1
"12178",196,0.655897844545255,3,1
"12179",196,0.655897844545255,3,1
"12180",196,0.441559789851141,3,3
"12181",196,0.441559789851141,2,1
"12182",196,0.441559789851141,3,1
"12183",196,0.441559789851141,3,3
"12184",196,0.441559789851141,1,1
"12185",196,0.441559789851141,3,2
"12186",196,0.441559789851141,3,1
"12187",196,0.441559789851141,3,3
"12188",196,0.441559789851141,3,1
"12189",196,0.655897844545255,1,1
"12190",196,0.441559789851141,3,3
"12191",196,0.441559789851141,3,2
"12192",196,0.441559789851141,3,3
"12193",196,0.441559789851141,3,3
"12194",196,0.441559789851141,3,1
"12195",196,0.655897844545255,3,1
"12196",196,0.441559789851141,1,1
"12197",196,0.655897844545255,2,1
"12198",196,0.441559789851141,3,1
"12199",196,0.441559789851141,3,1
"12200",196,0.655897844545255,2,1
"12201",196,0.655897844545255,1,2
"12202",196,0.655897844545255,3,3
"12203",196,0.441559789851141,3,3
"12204",196,0.655897844545255,3,2
"12205",196,0.655897844545255,2,1
"12206",196,0.655897844545255,2,1
"12207",196,0.441559789851141,3,3
"12208",196,0.655897844545255,3,3
"12209",196,0.441559789851141,3,3
"12210",196,0.655897844545255,3,2
"12211",196,0.655897844545255,1,1
"12212",196,0.655897844545255,1,1
"12213",196,0.655897844545255,2,1
"12214",196,0.441559789851141,3,3
"12215",196,0.441559789851141,1,2
"12216",196,0.655897844545255,1,1
"12217",196,0.441559789851141,1,2
"12218",196,0.441559789851141,2,2
"12219",196,0.441559789851141,1,2
"12220",196,0.441559789851141,3,1
"12221",196,0.655897844545255,1,1
"12222",196,0.441559789851141,1,1
"12223",196,0.655897844545255,1,1
"12224",196,0.441559789851141,1,2
"12225",196,0.655897844545255,2,2
"12226",196,0.655897844545255,1,1
"12227",196,0.441559789851141,1,1
"12228",196,0.441559789851141,1,1
"12229",196,0.655897844545255,1,2
"12230",196,0.441559789851141,1,1
"12231",196,0.441559789851141,3,3
"12232",196,0.655897844545255,3,3
"12233",196,0.441559789851141,3,2
"12234",196,0.655897844545255,3,1
"12235",196,0.655897844545255,1,1
"12236",196,0.655897844545255,3,1
"12237",196,0.655897844545255,1,2
"12238",196,0.441559789851141,2,1
"12239",196,0.441559789851141,2,1
"12240",196,0.441559789851141,3,3
"12241",196,0.441559789851141,3,1
"12242",196,0.441559789851141,2,2
"12243",196,0.441559789851141,3,1
"12244",196,0.441559789851141,3,1
"12245",196,0.655897844545255,1,2
"12246",196,0.441559789851141,3,1
"12247",196,0.441559789851141,2,2
"12248",196,0.441559789851141,3,3
"12249",196,0.655897844545255,2,1
"12250",196,0.441559789851141,3,2
"12251",196,0.655897844545255,1,1
"12252",196,0.655897844545255,3,1
"12253",196,0.441559789851141,3,1
"12254",196,0.441559789851141,3,1
"12255",196,0.441559789851141,3,3
"12256",196,0.441559789851141,2,1
"12257",196,0.441559789851141,2,2
"12258",196,0.655897844545255,2,1
"12259",196,0.655897844545255,3,1
"12260",196,0.441559789851141,2,2
"12261",196,0.655897844545255,3,1
"12262",196,0.441559789851141,3,1
"12263",196,0.655897844545255,3,3
"12264",196,0.441559789851141,1,1
"12265",196,0.655897844545255,3,1
"12266",196,0.441559789851141,3,3
"12267",196,0.441559789851141,3,2
"12268",196,0.655897844545255,1,1
"12269",196,0.441559789851141,3,2
"12270",196,0.441559789851141,3,1
"12271",196,0.655897844545255,3,1
"12272",196,0.655897844545255,3,2
"12273",196,0.441559789851141,3,1
"12274",196,0.441559789851141,3,1
"12275",196,0.655897844545255,3,3
"12276",196,0.441559789851141,3,1
"12277",196,0.655897844545255,3,1
"12278",196,0.441559789851141,3,2
"12279",196,0.441559789851141,3,3
"12280",196,0.441559789851141,2,2
"12281",196,0.441559789851141,3,3
"12282",196,0.441559789851141,3,1
"12283",196,0.441559789851141,2,3
"12284",196,0.655897844545255,1,1
"12285",196,0.655897844545255,3,1
"12286",196,0.655897844545255,3,3
"12287",196,0.441559789851141,1,3
"12288",196,0.655897844545255,3,1
"12289",196,0.655897844545255,3,1
"12290",196,0.655897844545255,3,2
"12291",196,0.441559789851141,2,1
"12292",196,0.655897844545255,3,2
"12293",196,0.441559789851141,3,1
"12294",196,0.655897844545255,1,2
"12295",196,0.655897844545255,2,1
"12296",196,0.655897844545255,3,2
"12297",196,0.655897844545255,2,2
"12298",196,0.441559789851141,3,1
"12299",196,0.441559789851141,3,1
"12300",196,0.441559789851141,3,1
"12301",196,0.655897844545255,3,3
"12302",196,0.655897844545255,3,1
"12303",196,0.655897844545255,3,2
"12304",196,0.655897844545255,3,1
"12305",196,0.441559789851141,3,3
"12306",196,0.441559789851141,3,1
"12307",196,0.441559789851141,2,3
"12308",196,0.441559789851141,3,3
"12309",196,0.655897844545255,3,3
"12310",196,0.441559789851141,3,1
"12311",196,0.655897844545255,3,1
"12312",196,0.441559789851141,3,1
"12313",196,0.441559789851141,3,1
"12314",196,0.655897844545255,2,2
"12315",196,0.441559789851141,3,3
"12316",196,0.655897844545255,3,1
"12317",196,0.655897844545255,3,1
"12318",196,0.441559789851141,3,1
"12319",196,0.441559789851141,2,2
"12320",196,0.655897844545255,2,2
"12321",196,0.655897844545255,1,2
"12322",196,0.441559789851141,2,2
"12323",196,0.441559789851141,3,3
"12324",196,0.441559789851141,1,2
"12325",196,0.441559789851141,3,3
"12326",196,0.441559789851141,3,1
"12327",196,0.441559789851141,3,1
"12328",196,0.441559789851141,3,1
"12329",196,0.441559789851141,1,1
"12330",196,0.441559789851141,2,3
"12331",196,0.441559789851141,3,1
"12332",196,0.441559789851141,1,2
"12333",196,0.655897844545255,1,2
"12334",196,0.441559789851141,1,1
"12335",196,0.655897844545255,1,2
"12336",196,0.441559789851141,1,1
"12337",196,0.655897844545255,1,2
"12338",196,0.441559789851141,1,2
"12339",196,0.655897844545255,2,2
"12340",196,0.441559789851141,3,1
"12341",196,0.441559789851141,2,2
"12342",196,0.441559789851141,3,3
"12343",196,0.655897844545255,2,1
"12344",196,0.655897844545255,2,3
"12345",196,0.655897844545255,2,3
"12346",196,0.655897844545255,2,2
"12347",196,0.655897844545255,3,1
"12348",196,0.441559789851141,2,3
"12349",196,0.441559789851141,3,1
"12350",196,0.655897844545255,2,2
"12351",196,0.655897844545255,1,1
"12352",196,0.441559789851141,2,1
"12353",196,0.441559789851141,3,3
"12354",196,0.441559789851141,3,1
"12355",196,0.655897844545255,1,1
"12356",196,0.441559789851141,2,2
"12357",196,0.441559789851141,2,2
"12358",196,0.441559789851141,2,3
"12359",196,0.441559789851141,2,2
"12360",196,0.441559789851141,2,2
"12361",196,0.441559789851141,2,2
"12362",196,0.441559789851141,2,2
"12363",196,0.441559789851141,2,2
"12364",196,0.655897844545255,2,3
"12365",196,0.655897844545255,2,2
"12366",196,0.441559789851141,3,3
"12367",196,0.655897844545255,2,2
"12368",196,0.441559789851141,1,2
"12369",196,0.441559789851141,3,1
"12370",196,0.655897844545255,2,2
"12371",196,0.441559789851141,1,1
"12372",196,0.655897844545255,3,3
"12373",196,0.655897844545255,2,3
"12374",196,0.441559789851141,2,3
"12375",196,0.441559789851141,3,3
"12376",196,0.655897844545255,3,3
"12377",196,0.655897844545255,2,3
"12378",196,0.655897844545255,1,3
"12379",196,0.655897844545255,3,3
"12380",196,0.655897844545255,3,3
"12381",196,0.441559789851141,2,3
"12382",196,0.655897844545255,3,3
"12383",196,0.655897844545255,3,3
"12384",196,0.655897844545255,2,3
"12385",196,0.655897844545255,1,3
"12386",196,0.655897844545255,3,3
"12387",196,0.655897844545255,3,3
"12388",196,0.441559789851141,3,3
"12389",196,0.655897844545255,3,3
"12390",196,0.441559789851141,1,1
"12391",196,0.441559789851141,1,1
"12392",196,0.441559789851141,1,3
"12393",196,0.441559789851141,2,1
"12394",196,0.655897844545255,2,2
"12395",196,0.655897844545255,2,1
"12396",196,0.655897844545255,3,1
"12397",196,0.441559789851141,3,1
"12398",196,0.441559789851141,3,1
"12399",196,0.441559789851141,3,2
"12400",196,0.655897844545255,2,2
"12401",196,0.655897844545255,3,3
"12402",196,0.441559789851141,3,3
"12403",196,0.655897844545255,2,2
"12404",196,0.655897844545255,1,1
"12405",196,0.441559789851141,3,3
"12406",196,0.441559789851141,1,3
"12407",196,0.441559789851141,2,1
"12408",196,0.441559789851141,1,3
"12409",196,0.655897844545255,2,3
"12410",196,0.655897844545255,1,1
"12411",196,0.441559789851141,1,1
"12412",196,0.441559789851141,2,1
"12413",196,0.655897844545255,1,1
"12414",196,0.441559789851141,3,1
"12415",196,0.655897844545255,3,1
"12416",196,0.655897844545255,1,1
"12417",196,0.441559789851141,3,1
"12418",196,0.655897844545255,1,2
"12419",196,0.441559789851141,3,1
"12420",196,0.655897844545255,1,1
"12421",196,0.655897844545255,3,3
"12422",196,0.441559789851141,2,2
"12423",196,0.441559789851141,3,3
"12424",196,0.441559789851141,3,3
"12425",196,0.441559789851141,1,2
"12426",196,0.441559789851141,3,3
"12427",196,0.441559789851141,3,2
"12428",196,0.441559789851141,3,3
"12429",196,0.441559789851141,3,2
"12430",196,0.441559789851141,2,2
"12431",196,0.441559789851141,1,1
"12432",196,0.655897844545255,3,2
"12433",196,0.441559789851141,3,3
"12434",196,0.655897844545255,1,1
"12435",196,0.655897844545255,2,2
"12436",196,0.655897844545255,3,1
"12437",196,0.655897844545255,3,2
"12438",196,0.655897844545255,3,3
"12439",196,0.655897844545255,3,1
"12440",196,0.655897844545255,3,1
"12441",196,0.655897844545255,1,1
"12442",196,0.655897844545255,1,1
"12443",196,0.441559789851141,3,1
"12444",196,0.441559789851141,2,2
"12445",196,0.441559789851141,2,3
"12446",196,0.441559789851141,2,2
"12447",196,0.441559789851141,3,3
"12448",196,0.655897844545255,2,2
"12449",196,0.441559789851141,2,1
"12450",196,0.441559789851141,3,1
"12451",196,0.655897844545255,3,1
"12452",196,0.441559789851141,2,1
"12453",196,0.441559789851141,1,1
"12454",196,0.441559789851141,1,1
"12455",196,0.441559789851141,2,3
"12456",196,0.655897844545255,2,1
"12457",196,0.441559789851141,2,2
"12458",196,0.441559789851141,2,1
"12459",196,0.441559789851141,2,2
"12460",196,0.441559789851141,2,3
"12461",196,0.441559789851141,3,1
"12462",196,0.655897844545255,2,2
"12463",196,0.655897844545255,3,1
"12464",196,0.441559789851141,3,1
"12465",196,0.441559789851141,2,1
"12466",196,0.441559789851141,3,1
"12467",196,0.441559789851141,2,2
"12468",196,0.441559789851141,3,3
"12469",196,0.441559789851141,3,1
"12470",196,0.441559789851141,1,1
"12471",196,0.441559789851141,3,2
"12472",196,0.441559789851141,3,1
"12473",196,0.441559789851141,3,1
"12474",196,0.655897844545255,3,3
"12475",196,0.441559789851141,3,1
"12476",196,0.655897844545255,3,1
"12477",196,0.441559789851141,3,1
"12478",196,0.441559789851141,1,1
"12479",196,0.655897844545255,1,1
"12480",196,0.441559789851141,1,1
"12481",196,0.441559789851141,1,1
"12482",196,0.655897844545255,1,1
"12483",196,0.441559789851141,1,1
"12484",196,0.655897844545255,1,1
"12485",196,0.655897844545255,1,1
"12486",196,0.655897844545255,1,1
"12487",196,0.655897844545255,1,1
"12488",196,0.441559789851141,1,1
"12489",196,0.655897844545255,1,1
"12490",196,0.441559789851141,1,1
"12491",196,0.655897844545255,2,1
"12492",196,0.655897844545255,3,1
"12493",196,0.655897844545255,3,3
"12494",196,0.655897844545255,3,1
"12495",196,0.441559789851141,3,1
"12496",196,0.655897844545255,2,3
"12497",196,0.441559789851141,3,1
"12498",196,0.441559789851141,3,1
"12499",196,0.655897844545255,3,1
"12500",196,0.655897844545255,1,1
"12501",196,0.441559789851141,3,3
"12502",196,0.655897844545255,3,1
"12503",196,0.441559789851141,3,1
"12504",196,0.441559789851141,1,1
"12505",196,0.441559789851141,2,2
"12506",196,0.655897844545255,1,2
"12507",196,0.655897844545255,1,2
"12508",196,0.441559789851141,2,1
"12509",196,0.655897844545255,2,2
"12510",196,0.441559789851141,3,3
"12511",196,0.441559789851141,3,3
"12512",196,0.441559789851141,3,3
"12513",196,0.441559789851141,1,2
"12514",196,0.441559789851141,3,2
"12515",196,0.655897844545255,3,3
"12516",196,0.441559789851141,3,3
"12517",196,0.655897844545255,3,2
"12518",196,0.655897844545255,3,3
"12519",196,0.655897844545255,3,3
"12520",196,0.655897844545255,3,3
"12521",196,0.441559789851141,3,3
"12522",196,0.655897844545255,3,2
"12523",196,0.655897844545255,3,3
"12524",196,0.655897844545255,3,2
"12525",196,0.655897844545255,3,2
"12526",196,0.441559789851141,2,3
"12527",196,0.441559789851141,3,3
"12528",196,0.441559789851141,3,3
"12529",196,0.441559789851141,3,2
"12530",196,0.441559789851141,3,3
"12531",196,0.655897844545255,3,2
"12532",196,0.655897844545255,1,1
"12533",196,0.441559789851141,3,1
"12534",196,0.441559789851141,3,1
"12535",196,0.441559789851141,3,2
"12536",196,0.441559789851141,1,2
"12537",196,0.441559789851141,3,2
"12538",196,0.655897844545255,1,2
"12539",196,0.441559789851141,2,1
"12540",196,0.655897844545255,3,2
"12541",196,0.655897844545255,3,3
"12542",196,0.655897844545255,3,2
"12543",152,1,3,1
"12544",152,1,3,2
"12545",152,1,3,1
"12546",152,1,3,1
"12547",152,1,2,2
"12548",152,1,3,3
"12549",152,1,3,1
"12550",152,1,3,1
"12551",152,1,1,1
"12552",152,1,2,1
"12553",152,1,2,3
"12554",152,1,3,1
"12555",152,1,2,1
"12556",152,1,3,2
"12557",152,1,3,1
"12558",152,1,3,1
"12559",152,1,3,2
"12560",152,1,3,3
"12561",152,1,3,2
"12562",152,1,3,3
"12563",152,1,2,1
"12564",152,1,-1,2
"12565",152,1,3,3
"12566",152,1,1,1
"12567",152,1,1,1
"12568",152,1,2,1
"12569",152,1,3,1
"12570",152,1,3,1
"12571",152,1,3,1
"12572",152,1,2,1
"12573",152,1,1,1
"12574",152,1,3,1
"12575",152,1,3,1
"12576",152,1,3,1
"12577",152,1,3,1
"12578",152,1,3,3
"12579",152,1,3,1
"12580",152,1,3,3
"12581",152,1,3,1
"12582",152,1,3,3
"12583",152,1,3,1
"12584",152,1,3,3
"12585",152,1,3,1
"12586",152,1,2,2
"12587",152,1,1,1
"12588",152,1,2,2
"12589",152,1,3,1
"12590",152,1,1,1
"12591",152,1,1,1
"12592",152,1,2,1
"12593",152,1,1,2
"12594",152,1,1,1
"12595",152,1,3,3
"12596",152,1,1,1
"12597",152,1,2,1
"12598",152,1,3,3
"12599",152,1,3,1
"12600",152,1,3,1
"12601",152,1,2,-1
"12602",152,1,3,2
"12603",152,1,2,1
"12604",152,1,3,1
"12605",152,1,2,2
"12606",152,1,3,3
"12607",152,1,3,1
"12608",152,1,1,2
"12609",152,1,1,1
"12610",152,1,3,1
"12611",152,1,2,1
"12612",152,1,3,3
"12613",152,1,3,3
"12614",152,1,2,1
"12615",152,1,3,1
"12616",152,1,3,1
"12617",152,1,3,1
"12618",152,1,2,1
"12619",152,1,3,3
"12620",152,1,3,1
"12621",152,1,3,1
"12622",152,1,2,1
"12623",152,1,2,2
"12624",152,1,3,1
"12625",152,1,2,2
"12626",152,1,3,2
"12627",152,1,-1,1
"12628",152,1,3,1
"12629",152,1,2,2
"12630",152,1,2,1
"12631",152,1,3,1
"12632",152,1,2,-1
"12633",152,1,3,1
"12634",152,1,3,1
"12635",152,1,3,1
"12636",152,1,3,3
"12637",152,1,3,1
"12638",152,1,3,2
"12639",152,1,3,1
"12640",152,1,3,-1
"12641",152,1,3,2
"12642",152,1,3,1
"12643",152,1,2,1
"12644",152,1,3,1
"12645",152,1,1,1
"12646",152,1,2,1
"12647",152,1,3,1
"12648",152,1,2,2
"12649",152,1,3,1
"12650",152,1,3,3
"12651",152,1,3,3
"12652",152,1,3,3
"12653",152,1,2,-2
"12654",152,1,-1,1
"12655",152,1,3,1
"12656",152,1,3,3
"12657",152,1,3,3
"12658",152,1,3,1
"12659",152,1,3,3
"12660",152,1,3,1
"12661",152,1,3,1
"12662",152,1,3,1
"12663",152,1,3,3
"12664",152,1,2,1
"12665",152,1,1,1
"12666",152,1,3,1
"12667",152,1,2,1
"12668",152,1,1,1
"12669",152,1,3,1
"12670",152,1,3,1
"12671",152,1,2,2
"12672",152,1,2,1
"12673",152,1,3,1
"12674",152,1,3,1
"12675",152,1,2,1
"12676",152,1,3,1
"12677",152,1,3,1
"12678",152,1,2,1
"12679",152,1,3,1
"12680",152,1,3,1
"12681",152,1,1,1
"12682",152,1,3,1
"12683",152,1,1,1
"12684",152,1,2,3
"12685",152,1,3,2
"12686",152,1,2,1
"12687",152,1,2,1
"12688",152,1,2,1
"12689",152,1,2,1
"12690",152,1,3,3
"12691",152,1,2,2
"12692",152,1,3,1
"12693",152,1,3,2
"12694",152,1,3,1
"12695",152,1,2,1
"12696",152,1,3,2
"12697",152,1,2,1
"12698",152,1,3,2
"12699",152,1,3,1
"12700",152,1,1,1
"12701",152,1,1,1
"12702",152,1,1,1
"12703",152,1,3,1
"12704",152,1,1,1
"12705",152,1,2,1
"12706",152,1,1,1
"12707",152,1,2,3
"12708",152,1,3,3
"12709",152,1,3,1
"12710",152,1,2,1
"12711",152,1,1,1
"12712",152,1,2,2
"12713",152,1,3,1
"12714",152,1,2,3
"12715",152,1,2,1
"12716",152,1,3,2
"12717",152,1,3,1
"12718",152,1,3,1
"12719",152,1,2,3
"12720",152,1,2,1
"12721",152,1,3,2
"12722",152,1,3,3
"12723",152,1,3,1
"12724",152,1,3,1
"12725",152,1,2,2
"12726",152,1,3,1
"12727",152,1,2,1
"12728",152,1,1,1
"12729",152,1,3,3
"12730",152,1,3,1
"12731",152,1,1,1
"12732",152,1,3,3
"12733",152,1,1,2
"12734",152,1,2,1
"12735",152,1,1,1
"12736",152,1,3,3
"12737",152,1,1,1
"12738",152,1,3,3
"12739",152,1,3,1
"12740",152,1,2,1
"12741",152,1,1,1
"12742",152,1,2,1
"12743",152,1,3,3
"12744",152,1,3,3
"12745",152,1,1,1
"12746",152,1,1,1
"12747",152,1,3,1
"12748",152,1,3,3
"12749",152,1,3,1
"12750",152,1,2,1
"12751",152,1,2,1
"12752",152,1,3,2
"12753",152,1,3,1
"12754",152,1,3,3
"12755",152,1,1,1
"12756",152,1,3,1
"12757",152,1,1,1
"12758",152,1,1,1
"12759",152,1,1,1
"12760",152,1,2,2
"12761",152,1,3,1
"12762",152,1,3,2
"12763",152,1,2,1
"12764",152,1,3,3
"12765",152,1,3,1
"12766",152,1,3,1
"12767",152,1,3,1
"12768",152,1,1,1
"12769",152,1,3,1
"12770",152,1,1,1
"12771",152,1,3,1
"12772",152,1,2,1
"12773",152,1,3,1
"12774",152,1,2,2
"12775",152,1,3,1
"12776",152,1,3,1
"12777",152,1,3,3
"12778",152,1,3,3
"12779",152,1,3,3
"12780",152,1,3,1
"12781",152,1,3,3
"12782",152,1,3,1
"12783",152,1,3,3
"12784",152,1,3,1
"12785",152,1,1,1
"12786",152,1,3,1
"12787",152,1,2,2
"12788",152,1,3,1
"12789",152,1,3,1
"12790",152,1,3,2
"12791",152,1,3,2
"12792",152,1,1,1
"12793",152,1,-1,2
"12794",152,1,3,1
"12795",152,1,2,-2
"12796",152,1,2,2
"12797",152,1,2,2
"12798",152,1,3,2
"12799",152,1,3,1
"12800",152,1,3,1
"12801",152,1,3,1
"12802",152,1,3,1
"12803",152,1,2,1
"12804",152,1,3,1
"12805",152,1,2,1
"12806",152,1,1,1
"12807",152,1,1,1
"12808",152,1,3,1
"12809",152,1,3,2
"12810",152,1,2,1
"12811",152,1,2,1
"12812",152,1,3,1
"12813",152,1,2,2
"12814",152,1,2,1
"12815",152,1,1,1
"12816",152,1,1,2
"12817",152,1,3,1
"12818",152,1,2,3
"12819",152,1,3,3
"12820",152,1,3,1
"12821",152,1,2,1
"12822",152,1,3,1
"12823",152,1,3,3
"12824",152,1,2,1
"12825",152,1,3,1
"12826",152,1,3,1
"12827",152,1,3,1
"12828",152,1,2,2
"12829",152,1,3,1
"12830",152,1,3,1
"12831",152,1,3,2
"12832",152,1,3,1
"12833",152,1,3,1
"12834",152,1,3,1
"12835",152,1,1,2
"12836",152,1,3,2
"12837",152,1,3,3
"12838",152,1,1,1
"12839",152,1,1,1
"12840",152,1,3,2
"12841",152,1,2,3
"12842",152,1,1,1
"12843",152,1,3,1
"12844",152,1,3,1
"12845",152,1,3,1
"12846",152,1,3,1
"12847",152,1,3,1
"12848",152,1,2,1
"12849",152,1,2,2
"12850",152,1,3,1
"12851",152,1,3,1
"12852",152,1,3,1
"12853",152,1,3,2
"12854",152,1,1,1
"12855",152,1,2,1
"12856",152,1,3,3
"12857",152,1,2,2
"12858",152,1,3,3
"12859",152,1,3,1
"12860",152,1,3,1
"12861",152,1,3,1
"12862",152,1,2,2
"12863",152,1,1,1
"12864",152,1,3,3
"12865",152,1,2,2
"12866",152,1,1,1
"12867",152,1,2,3
"12868",152,1,1,1
"12869",152,1,1,2
"12870",152,1,3,1
"12871",152,1,2,1
"12872",152,1,3,3
"12873",152,1,3,1
"12874",152,1,3,1
"12875",152,1,1,1
"12876",152,1,3,3
"12877",152,1,3,1
"12878",152,1,3,1
"12879",152,1,3,3
"12880",152,1,3,3
"12881",152,1,3,1
"12882",152,1,3,1
"12883",152,1,3,3
"12884",152,1,3,1
"12885",152,1,3,3
"12886",152,1,3,1
"12887",152,1,3,1
"12888",152,1,3,1
"12889",152,1,2,1
"12890",152,1,2,3
"12891",152,1,1,2
"12892",152,1,3,2
"12893",152,1,3,1
"12894",152,1,2,1
"12895",152,1,3,1
"12896",152,1,3,3
"12897",152,1,3,1
"12898",152,1,3,1
"12899",152,1,3,1
"12900",152,1,3,1
"12901",152,1,3,1
"12902",152,1,2,1
"12903",152,1,2,1
"12904",152,1,3,2
"12905",152,1,3,1
"12906",152,1,3,1
"12907",152,1,2,1
"12908",152,1,1,1
"12909",152,1,3,1
"12910",152,1,1,1
"12911",152,1,2,2
"12912",152,1,3,1
"12913",152,1,3,3
"12914",152,1,3,3
"12915",152,1,3,1
"12916",152,1,3,3
"12917",152,1,2,1
"12918",152,1,1,1
"12919",152,1,1,1
"12920",152,1,3,2
